User_ID,Age,Gender,Digital_Persona,UI_Preference,Theme_Choice,Daily_Screen_Time_Hours,Layout_Preference,Device_Type,Accessibility_Features_Used,Usage_Pattern,Click_Rate,Bounce_Rate,Avg_Session_Duration_Min,Weekly_App_Interactions,UI_Satisfaction_Score,Beta_Feature_OptIn,Color_Blind_Mode,Region,Preferred_Font_Size,Voice_Assistant_Use,Push_Notifications,InApp_Feedback_Given,Preferred_Interaction,Custom_Shortcuts_Used,Two_Factor_Enabled,Language,Multi_Device_Use,Cloud_Sync,Personalization_Level
UX2159,38,Female,Traditional,High Contrast,Muted,11.6,Tabular,Tablet,Magnification,Night Owl,0.1,0.2,14.43,46,4,True,False,AF,Large,Occasional,Important Only,Yes,Tap,True,True,Spanish,True,False,Low
UX2160,36,Female,Aesthetic,High Contrast,Bold,8.7,Custom,Tablet,Haptic Feedback,Always On,0.11,0.13,10.3,6,3,False,True,AS,Large,Occasional,All,No,Gestures,True,False,Mandarin,False,False,Moderate
UX2161,36,Female,Eco-conscious,Silent Mode,Neon,11.3,Tabular,iOS,VoiceOver,Morning Heavy,0.83,0.33,4.63,72,7,False,True,EU,Extra Large,Daily,None,Yes,Voice,False,True,English,True,True,High
UX2162,53,Female,Trendy,Gesture Nav,Neon,4.7,Custom,iOS,Color Correction,Weekend Use,0.33,0.3,1.3,12,9,False,True,SA,Large,Occasional,All,Yes,Swipe,True,True,Hindi,False,True,Moderate
UX2163,46,Non-Binary,Minimalist,High Contrast,Monochrome,8.1,Custom,Desktop,Subtitles,Weekend Use,0.67,0.55,8.94,65,3,True,False,AF,Medium,Occasional,Important Only,Yes,Tap,True,False,Mandarin,False,False,None
UX2164,35,Other,Tech-savvy,Adaptive UI,Muted,8.8,Grid,Android,VoiceOver,Morning Heavy,0.51,0.12,2.63,18,9,False,True,NA,Medium,Occasional,None,Yes,Voice,False,True,Hindi,True,False,High
UX2165,19,Male,Traditional,Silent Mode,Earth Tones,5.2,Tabular,Tablet,VoiceOver,Evening Only,0.88,0.52,2.79,81,8,True,True,AU,Small,Occasional,None,No,Gestures,False,True,English,True,False,High
UX2166,18,Other,Traditional,Notifications Off,Muted,10.5,List,Android,Color Correction,Always On,0.93,0.41,6.08,25,3,False,True,NA,Large,Daily,All,No,Tap,True,True,Mandarin,False,False,Low
UX2167,22,Non-Binary,Eco-conscious,Dark Mode,Muted,11.5,Grid,iOS,Subtitles,Night Owl,1.0,0.56,12.98,28,8,True,True,AS,Medium,Never,None,No,Tap,False,True,Hindi,False,False,None
UX2168,37,Female,Maximalist,Gesture Nav,Pastel,10.8,List,Tablet,Magnification,Always On,0.24,0.66,11.07,54,4,False,False,EU,Medium,Daily,All,No,Voice,False,False,Spanish,True,False,Low
UX2169,28,Non-Binary,Maximalist,Notifications Off,Monochrome,9.4,Custom,Desktop,Color Correction,Evening Only,0.88,0.61,2.31,86,6,True,True,AF,Medium,Occasional,All,Yes,Gestures,True,True,French,True,False,Moderate
UX2170,59,Other,Minimalist,Adaptive UI,Neon,4.8,Grid,Desktop,Subtitles,Night Owl,0.34,0.89,19.4,49,2,False,False,AF,Small,Occasional,Important Only,No,Voice,False,False,Spanish,True,False,None
UX2171,19,Male,Aesthetic,Adaptive UI,Muted,4.8,Tabular,Android,VoiceOver,Night Owl,0.63,0.21,17.86,68,8,True,True,NA,Medium,Never,All,No,Gestures,False,False,Hindi,True,True,Low
UX2172,20,Non-Binary,Maximalist,Silent Mode,Earth Tones,11.6,Custom,Desktop,Subtitles,Weekend Use,0.56,0.44,5.93,68,9,True,True,AS,Large,Never,None,Yes,Voice,True,True,Arabic,False,False,Low
UX2173,40,Male,Maximalist,Adaptive UI,Earth Tones,2.1,Grid,Android,VoiceOver,Morning Heavy,0.12,0.44,3.32,30,7,True,True,NA,Medium,Never,All,No,Voice,True,True,Mandarin,False,False,Low
UX2174,29,Non-Binary,Aesthetic,Dark Mode,Bold,9.2,Card-based,iOS,Color Correction,Evening Only,0.94,0.43,18.91,36,8,True,False,NA,Medium,Daily,None,No,Voice,False,False,French,False,False,None
UX2175,37,Male,Minimalist,Notifications Off,Earth Tones,9.1,Grid,iOS,Haptic Feedback,Always On,0.17,0.63,9.76,61,7,False,False,EU,Small,Never,All,No,Voice,False,False,Mandarin,False,True,Moderate
UX2176,22,Male,Trendy,Notifications Off,Muted,8.2,Grid,iOS,Color Correction,Morning Heavy,0.72,0.49,6.91,57,4,True,True,AS,Large,Occasional,Important Only,Yes,Gestures,True,True,Arabic,False,False,High
UX2177,54,Female,Maximalist,Adaptive UI,Neon,11.9,List,Android,None,Weekend Use,0.81,0.51,10.32,37,1,False,False,EU,Medium,Occasional,Important Only,Yes,Swipe,True,True,Arabic,False,True,Low
UX2178,55,Male,Traditional,High Contrast,Neon,5.1,Grid,Tablet,None,Weekend Use,0.82,0.45,15.68,56,3,True,False,AS,Large,Occasional,All,Yes,Voice,False,False,Arabic,True,True,None
UX2179,47,Female,Aesthetic,Silent Mode,Monochrome,5.4,Card-based,iOS,None,Always On,0.22,0.89,4.2,99,7,False,True,AF,Large,Daily,All,No,Gestures,True,True,Hindi,False,True,High
UX2180,26,Other,Tech-savvy,Notifications Off,Monochrome,2.8,List,Tablet,Color Correction,Always On,0.5,0.84,15.58,22,7,True,True,SA,Medium,Never,All,Yes,Swipe,True,True,Spanish,True,True,Low
UX2181,51,Other,Trendy,Adaptive UI,Monochrome,6.4,Card-based,iOS,Magnification,Always On,0.85,0.35,15.24,39,3,True,True,AU,Small,Never,Important Only,Yes,Tap,False,False,Hindi,True,True,None
UX2182,52,Female,Trendy,Adaptive UI,Neon,4.6,List,Tablet,Color Correction,Morning Heavy,0.37,0.19,11.25,16,1,False,True,SA,Large,Never,All,No,Tap,False,True,Spanish,True,False,Moderate
UX2183,39,Female,Trendy,High Contrast,Bold,5.4,Tabular,Android,Haptic Feedback,Evening Only,0.52,0.77,17.45,55,9,False,True,AS,Extra Large,Never,All,Yes,Voice,True,False,French,True,False,Low
UX2184,41,Non-Binary,Traditional,Dark Mode,Pastel,10.3,List,Android,Subtitles,Weekend Use,0.35,0.9,3.51,93,6,True,True,SA,Medium,Occasional,None,No,Tap,True,True,Arabic,False,True,None
UX2185,34,Non-Binary,Minimalist,High Contrast,Bold,11.4,Card-based,iOS,Color Correction,Evening Only,0.52,0.33,12.31,99,7,False,False,NA,Large,Daily,Important Only,No,Voice,False,False,Spanish,True,True,Low
UX2186,27,Non-Binary,Trendy,Notifications Off,Pastel,3.9,Custom,Tablet,Color Correction,Evening Only,0.9,0.39,9.54,14,1,False,True,AF,Large,Never,Important Only,Yes,Voice,True,False,English,True,True,None
UX2187,47,Other,Minimalist,High Contrast,Pastel,5.7,Card-based,Desktop,VoiceOver,Morning Heavy,0.51,0.85,9.02,56,1,False,True,AU,Large,Occasional,All,No,Swipe,False,False,English,False,True,Moderate
UX2188,40,Non-Binary,Minimalist,Notifications Off,Earth Tones,11.3,Tabular,Tablet,VoiceOver,Night Owl,0.6,0.67,5.8,38,4,True,True,AU,Medium,Occasional,All,No,Tap,True,False,Spanish,True,True,Moderate
UX2189,49,Male,Aesthetic,High Contrast,Monochrome,2.6,Grid,Tablet,VoiceOver,Weekend Use,0.46,0.34,8.07,71,7,False,True,AU,Extra Large,Daily,None,No,Voice,True,False,French,True,False,None
UX2190,34,Male,Eco-conscious,High Contrast,Monochrome,2.9,Grid,Desktop,Color Correction,Evening Only,0.51,0.56,3.05,43,8,True,False,AF,Large,Never,All,Yes,Tap,True,True,Mandarin,False,True,High
UX2191,34,Non-Binary,Traditional,High Contrast,Earth Tones,3.6,Custom,Tablet,Magnification,Morning Heavy,0.11,0.86,5.78,12,9,False,False,SA,Large,Daily,Important Only,No,Swipe,False,True,Hindi,True,True,Moderate
UX2192,31,Male,Maximalist,Notifications Off,Earth Tones,8.0,Grid,Android,Subtitles,Always On,0.36,0.75,6.17,33,1,False,False,AU,Small,Never,None,Yes,Tap,False,False,Arabic,False,True,Low
UX2193,26,Other,Trendy,High Contrast,Pastel,3.5,Grid,Android,Subtitles,Morning Heavy,0.49,0.69,14.69,26,4,True,True,AU,Medium,Daily,Important Only,Yes,Swipe,True,False,Spanish,False,False,Moderate
UX2194,57,Male,Trendy,Adaptive UI,Monochrome,11.7,Card-based,iOS,Haptic Feedback,Weekend Use,0.67,0.69,1.92,88,4,False,True,AS,Medium,Never,All,No,Swipe,True,False,French,False,False,Low
UX2195,19,Other,Trendy,High Contrast,Pastel,6.5,Custom,Desktop,Magnification,Night Owl,0.51,0.24,13.37,74,3,False,False,NA,Large,Never,None,No,Swipe,False,False,Hindi,False,False,Moderate
UX2196,42,Female,Minimalist,Gesture Nav,Neon,7.0,Card-based,Android,Magnification,Evening Only,0.4,0.76,5.21,65,7,False,False,AS,Small,Daily,Important Only,No,Voice,False,False,Mandarin,False,True,Moderate
UX2197,56,Female,Maximalist,Silent Mode,Earth Tones,4.5,Custom,Tablet,Subtitles,Night Owl,0.45,0.32,2.56,47,1,False,True,SA,Large,Never,Important Only,No,Gestures,True,True,French,True,True,Low
UX2198,26,Female,Maximalist,Dark Mode,Muted,6.7,Card-based,Android,None,Evening Only,0.32,0.84,6.72,53,9,False,True,AF,Large,Daily,Important Only,No,Voice,False,False,Mandarin,False,False,Moderate
UX2199,39,Female,Trendy,High Contrast,Muted,8.6,Grid,Desktop,VoiceOver,Evening Only,0.93,0.39,5.26,33,8,False,True,AF,Medium,Daily,All,Yes,Tap,False,True,English,False,False,Low
UX2200,21,Male,Eco-conscious,High Contrast,Muted,9.5,Tabular,Tablet,VoiceOver,Evening Only,0.57,0.79,11.49,85,2,False,True,AS,Small,Never,All,Yes,Voice,True,False,Hindi,False,False,Low
UX2201,43,Non-Binary,Eco-conscious,Notifications Off,Muted,9.5,Tabular,Android,Subtitles,Night Owl,0.11,0.31,7.79,35,2,True,True,EU,Large,Never,All,No,Voice,True,False,Hindi,False,True,Moderate
UX2202,46,Male,Traditional,Dark Mode,Earth Tones,7.8,List,Tablet,Magnification,Always On,0.12,0.51,19.35,57,8,True,False,AS,Medium,Daily,All,Yes,Gestures,False,True,Mandarin,False,True,Moderate
UX2203,51,Other,Trendy,Adaptive UI,Bold,11.0,Custom,Desktop,Haptic Feedback,Evening Only,0.98,0.19,19.31,38,1,True,True,EU,Large,Occasional,Important Only,Yes,Tap,False,False,English,True,False,Low
UX2204,40,Male,Minimalist,Dark Mode,Muted,10.2,Tabular,iOS,None,Evening Only,0.3,0.63,9.43,42,7,True,False,AS,Large,Daily,None,Yes,Swipe,True,False,Arabic,True,False,None
UX2205,54,Male,Aesthetic,Silent Mode,Muted,9.6,Grid,iOS,Subtitles,Weekend Use,0.83,0.77,16.11,61,9,True,True,EU,Small,Occasional,All,No,Swipe,False,True,Spanish,False,True,Moderate
UX2206,28,Other,Eco-conscious,Silent Mode,Muted,2.6,Grid,Tablet,VoiceOver,Morning Heavy,0.15,0.67,1.25,8,3,False,False,EU,Small,Occasional,None,Yes,Tap,True,True,English,True,False,High
UX2207,23,Female,Tech-savvy,Silent Mode,Pastel,2.1,Tabular,Tablet,Color Correction,Night Owl,0.93,0.52,11.41,6,7,True,False,AU,Small,Daily,Important Only,Yes,Voice,True,False,French,False,True,Moderate
UX2208,35,Female,Aesthetic,Adaptive UI,Monochrome,4.1,Tabular,Desktop,Magnification,Evening Only,0.89,0.14,15.12,16,6,True,False,AU,Large,Daily,All,Yes,Gestures,False,True,Mandarin,False,False,None
UX2209,38,Female,Tech-savvy,Silent Mode,Earth Tones,8.6,Custom,iOS,Color Correction,Night Owl,0.61,0.85,5.12,39,7,False,True,EU,Extra Large,Daily,Important Only,No,Gestures,True,False,Hindi,False,True,None
UX2210,59,Non-Binary,Tech-savvy,Gesture Nav,Pastel,6.1,List,Android,Haptic Feedback,Always On,0.11,0.66,2.16,74,7,True,True,EU,Small,Occasional,All,Yes,Tap,True,True,French,True,True,Moderate
UX2211,53,Other,Minimalist,Gesture Nav,Monochrome,6.0,Card-based,Android,Subtitles,Evening Only,0.33,0.7,3.96,76,1,False,True,NA,Extra Large,Daily,All,No,Tap,True,False,Hindi,False,False,Moderate
UX2212,58,Other,Traditional,Notifications Off,Muted,10.8,List,Android,VoiceOver,Weekend Use,0.47,0.74,9.4,25,3,False,False,EU,Extra Large,Daily,None,Yes,Voice,True,True,English,False,True,High
UX2213,55,Male,Maximalist,Silent Mode,Muted,11.0,Card-based,Android,None,Night Owl,0.51,0.7,10.62,65,1,True,False,AU,Extra Large,Never,Important Only,No,Gestures,True,False,Hindi,True,True,Moderate
UX2214,51,Non-Binary,Traditional,High Contrast,Monochrome,11.1,Tabular,Desktop,Color Correction,Always On,0.37,0.45,8.24,39,5,True,True,EU,Medium,Never,Important Only,Yes,Tap,False,True,Hindi,False,False,None
UX2215,34,Female,Tech-savvy,Notifications Off,Monochrome,5.1,Custom,iOS,None,Always On,0.13,0.69,9.36,52,3,False,False,AF,Large,Never,Important Only,No,Voice,True,True,Hindi,True,True,High
UX2216,54,Non-Binary,Maximalist,Gesture Nav,Earth Tones,8.9,Grid,Desktop,Haptic Feedback,Night Owl,0.63,0.6,9.93,19,1,False,False,NA,Small,Daily,None,Yes,Voice,True,False,Hindi,True,False,Moderate
UX2217,42,Other,Minimalist,Silent Mode,Pastel,4.7,Tabular,Desktop,VoiceOver,Night Owl,0.57,0.78,15.62,75,2,True,False,EU,Large,Daily,None,No,Tap,True,False,French,False,True,High
UX2218,55,Other,Tech-savvy,Silent Mode,Muted,3.9,Grid,Android,Color Correction,Always On,0.35,0.74,3.0,19,5,False,False,AU,Large,Daily,Important Only,No,Gestures,False,False,Mandarin,True,False,High
UX2219,29,Male,Trendy,Adaptive UI,Monochrome,3.8,Tabular,Tablet,Haptic Feedback,Night Owl,0.13,0.13,15.61,10,3,True,True,AU,Medium,Occasional,Important Only,Yes,Swipe,True,True,Spanish,False,True,None
UX2220,40,Male,Aesthetic,Gesture Nav,Muted,5.4,List,Desktop,None,Weekend Use,1.0,0.4,14.08,85,6,True,False,SA,Medium,Occasional,All,Yes,Voice,True,False,French,True,True,None
UX2221,59,Other,Aesthetic,Silent Mode,Muted,6.3,Grid,Tablet,None,Evening Only,0.53,0.13,15.09,72,9,True,True,AU,Medium,Never,All,No,Swipe,True,False,Arabic,True,False,Low
UX2222,39,Female,Maximalist,Dark Mode,Neon,10.3,Card-based,Tablet,Color Correction,Night Owl,0.78,0.18,14.95,26,6,True,False,NA,Large,Occasional,None,No,Voice,True,True,Mandarin,True,False,None
UX2223,38,Female,Trendy,Gesture Nav,Neon,3.2,Custom,Android,VoiceOver,Evening Only,0.51,0.58,9.94,36,2,False,False,AU,Extra Large,Occasional,All,Yes,Gestures,False,True,Mandarin,False,True,Low
UX2224,44,Non-Binary,Maximalist,Gesture Nav,Earth Tones,9.3,Custom,Tablet,None,Weekend Use,0.14,0.8,5.02,26,2,False,True,AF,Large,Occasional,Important Only,No,Swipe,False,False,Arabic,True,False,None
UX2225,48,Other,Minimalist,High Contrast,Neon,7.3,List,Tablet,Subtitles,Evening Only,0.38,0.2,11.2,31,8,True,False,AS,Medium,Never,Important Only,Yes,Tap,True,False,English,False,False,None
UX2226,23,Other,Eco-conscious,Dark Mode,Monochrome,4.9,Custom,iOS,Haptic Feedback,Evening Only,0.39,0.46,19.2,19,8,True,True,AF,Large,Never,All,Yes,Voice,False,True,Arabic,False,True,Low
UX2227,44,Female,Aesthetic,Notifications Off,Monochrome,6.9,Card-based,Tablet,Color Correction,Morning Heavy,0.85,0.83,12.18,48,6,False,True,AF,Medium,Occasional,All,No,Tap,False,True,English,False,False,Low
UX2228,57,Female,Aesthetic,Dark Mode,Bold,5.0,List,iOS,Magnification,Morning Heavy,0.69,0.75,1.21,90,7,False,True,NA,Medium,Daily,None,Yes,Tap,False,False,Spanish,True,True,Low
UX2229,51,Other,Aesthetic,Notifications Off,Monochrome,8.0,Grid,Android,Magnification,Always On,0.35,0.52,2.13,96,1,False,True,NA,Small,Never,All,No,Gestures,True,True,English,True,False,High
UX2230,29,Male,Traditional,Dark Mode,Earth Tones,6.3,Grid,iOS,VoiceOver,Evening Only,0.97,0.72,19.86,13,9,False,True,SA,Extra Large,Occasional,None,Yes,Tap,True,True,Spanish,False,True,Low
UX2231,24,Other,Eco-conscious,Gesture Nav,Neon,3.6,Tabular,iOS,Subtitles,Weekend Use,0.39,0.52,2.37,38,5,False,True,AU,Medium,Daily,All,Yes,Voice,True,False,Spanish,False,False,High
UX2232,27,Other,Eco-conscious,Silent Mode,Bold,3.2,List,Android,None,Morning Heavy,1.0,0.23,1.87,77,9,True,True,SA,Small,Daily,All,Yes,Tap,True,False,Hindi,False,True,High
UX2233,34,Female,Minimalist,Adaptive UI,Monochrome,7.5,Card-based,iOS,Magnification,Evening Only,1.0,0.2,7.71,19,2,True,False,NA,Extra Large,Never,All,Yes,Tap,True,False,Hindi,False,True,Low
UX2234,43,Female,Tech-savvy,Dark Mode,Pastel,11.0,Grid,iOS,VoiceOver,Always On,0.27,0.25,19.42,66,8,True,True,AU,Medium,Daily,All,Yes,Voice,True,True,Arabic,False,False,Low
UX2235,38,Male,Traditional,Silent Mode,Pastel,5.4,List,iOS,Haptic Feedback,Night Owl,0.38,0.38,7.05,49,7,True,False,NA,Extra Large,Never,Important Only,Yes,Tap,False,False,Spanish,False,False,Low
UX2236,45,Male,Maximalist,Gesture Nav,Bold,9.3,Card-based,Android,Subtitles,Evening Only,0.54,0.84,8.79,88,4,False,False,NA,Extra Large,Occasional,Important Only,Yes,Gestures,False,True,English,True,True,None
UX2237,19,Non-Binary,Aesthetic,Adaptive UI,Monochrome,8.6,Card-based,Desktop,Subtitles,Weekend Use,0.7,0.74,13.05,76,3,False,False,AS,Large,Never,Important Only,Yes,Voice,False,True,French,False,False,None
UX2238,18,Other,Minimalist,Silent Mode,Pastel,11.3,List,Desktop,VoiceOver,Evening Only,0.58,0.45,1.46,62,4,True,True,AF,Small,Daily,All,Yes,Gestures,False,True,Hindi,False,True,Low
UX2239,53,Female,Trendy,Silent Mode,Neon,10.2,Grid,Android,VoiceOver,Evening Only,0.97,0.49,18.06,96,4,True,True,SA,Extra Large,Never,None,Yes,Tap,False,True,Mandarin,False,True,Moderate
UX2240,43,Male,Aesthetic,Dark Mode,Neon,7.7,Custom,Android,None,Evening Only,0.75,0.31,10.87,23,8,False,False,SA,Large,Never,All,Yes,Swipe,True,False,Mandarin,False,False,Low
UX2241,46,Non-Binary,Minimalist,Dark Mode,Earth Tones,8.6,Grid,Desktop,VoiceOver,Weekend Use,0.29,0.66,9.87,20,4,True,True,EU,Extra Large,Occasional,Important Only,Yes,Gestures,True,True,English,True,False,Moderate
UX2242,38,Non-Binary,Eco-conscious,Notifications Off,Monochrome,11.0,List,Tablet,None,Evening Only,0.19,0.74,17.35,79,5,True,False,AS,Large,Daily,None,No,Gestures,False,False,Hindi,True,False,None
UX2243,28,Female,Minimalist,Dark Mode,Monochrome,6.0,List,Android,None,Night Owl,0.72,0.29,19.11,12,2,False,False,NA,Medium,Never,None,No,Tap,True,True,French,False,True,None
UX2244,57,Female,Aesthetic,Gesture Nav,Bold,5.3,List,Tablet,Color Correction,Morning Heavy,0.24,0.13,9.05,37,4,False,False,NA,Medium,Occasional,Important Only,Yes,Swipe,True,True,Spanish,False,False,Moderate
UX2245,28,Non-Binary,Tech-savvy,High Contrast,Pastel,2.1,Grid,iOS,Subtitles,Night Owl,0.81,0.6,4.28,78,7,False,True,AS,Large,Occasional,All,Yes,Voice,True,False,Hindi,False,False,None
UX2246,53,Male,Minimalist,Gesture Nav,Pastel,10.3,Grid,Tablet,Haptic Feedback,Night Owl,0.38,0.55,16.5,22,3,True,False,AU,Medium,Occasional,None,No,Swipe,True,False,English,True,False,Low
UX2247,56,Non-Binary,Tech-savvy,Silent Mode,Muted,10.0,Card-based,iOS,Subtitles,Morning Heavy,0.39,0.42,8.66,39,1,False,True,SA,Medium,Occasional,None,Yes,Voice,True,False,Spanish,True,True,Moderate
UX2248,57,Other,Maximalist,Silent Mode,Bold,3.0,Card-based,Tablet,Subtitles,Morning Heavy,0.11,0.62,18.78,47,8,False,False,NA,Medium,Occasional,Important Only,Yes,Tap,False,False,Hindi,True,False,Moderate
UX2249,52,Other,Trendy,Adaptive UI,Neon,7.8,Card-based,iOS,Color Correction,Always On,0.73,0.54,19.05,54,8,True,True,EU,Extra Large,Never,None,Yes,Swipe,False,False,Arabic,False,False,High
UX2250,51,Female,Minimalist,Gesture Nav,Muted,6.6,Grid,iOS,None,Evening Only,0.2,0.3,3.18,7,6,False,False,SA,Large,Never,None,No,Tap,False,False,French,True,True,None
UX2251,41,Male,Traditional,Silent Mode,Muted,3.2,Grid,Android,None,Morning Heavy,0.8,0.42,19.17,95,7,True,True,AF,Small,Daily,None,Yes,Gestures,True,True,Mandarin,False,False,Moderate
UX2252,39,Male,Traditional,Silent Mode,Monochrome,11.8,Tabular,Android,VoiceOver,Morning Heavy,0.54,0.44,8.0,63,2,True,False,AS,Small,Never,All,No,Swipe,True,False,English,False,True,Moderate
UX2253,22,Other,Eco-conscious,High Contrast,Pastel,4.1,List,Android,Color Correction,Morning Heavy,0.81,0.8,13.28,32,5,True,True,SA,Large,Daily,All,No,Voice,True,True,Mandarin,False,False,Moderate
UX2254,50,Non-Binary,Eco-conscious,Gesture Nav,Earth Tones,2.7,Custom,iOS,VoiceOver,Evening Only,0.63,0.87,1.66,50,7,True,True,AF,Extra Large,Daily,Important Only,Yes,Gestures,True,True,Spanish,False,True,None
UX2255,53,Female,Trendy,Dark Mode,Muted,7.9,Custom,Desktop,Color Correction,Weekend Use,0.17,0.81,17.89,68,9,False,True,EU,Medium,Daily,All,No,Voice,False,False,Spanish,False,True,Moderate
UX2256,37,Non-Binary,Aesthetic,Notifications Off,Pastel,9.4,List,Android,VoiceOver,Weekend Use,0.79,0.68,13.19,74,1,True,False,AU,Medium,Never,None,No,Gestures,True,True,Arabic,True,True,Moderate
UX2257,36,Non-Binary,Minimalist,High Contrast,Neon,2.3,Tabular,Desktop,Magnification,Morning Heavy,0.16,0.57,13.23,51,3,False,False,AS,Extra Large,Occasional,All,No,Voice,False,True,Spanish,True,False,Low
UX2258,52,Non-Binary,Aesthetic,Gesture Nav,Neon,8.6,Card-based,Tablet,Subtitles,Always On,0.53,0.65,18.14,18,6,False,False,AU,Small,Daily,None,Yes,Voice,False,False,Spanish,True,False,Low
UX2259,34,Male,Eco-conscious,Notifications Off,Pastel,7.3,Grid,Android,Subtitles,Evening Only,0.26,0.85,10.66,11,7,False,True,NA,Large,Occasional,None,Yes,Tap,False,False,Mandarin,False,True,High
UX2260,51,Other,Traditional,Notifications Off,Pastel,3.0,Custom,Android,Haptic Feedback,Always On,0.78,0.3,8.8,78,6,False,True,AU,Large,Daily,All,No,Gestures,False,True,Mandarin,True,False,Moderate
UX2261,26,Male,Aesthetic,Notifications Off,Neon,3.7,Tabular,iOS,None,Evening Only,0.92,0.53,17.46,83,1,False,False,NA,Extra Large,Never,All,Yes,Tap,True,False,English,False,False,None
UX2262,43,Other,Traditional,Notifications Off,Bold,7.7,Grid,Desktop,Haptic Feedback,Morning Heavy,0.6,0.65,15.11,35,4,True,False,AF,Medium,Daily,All,No,Tap,True,False,English,False,False,High
UX2263,19,Female,Minimalist,Notifications Off,Pastel,5.0,Grid,Tablet,Magnification,Night Owl,0.57,0.64,19.03,97,6,False,True,SA,Medium,Never,All,Yes,Tap,False,True,Spanish,False,True,High
UX2264,26,Female,Aesthetic,High Contrast,Monochrome,11.4,Grid,Tablet,Haptic Feedback,Always On,0.79,0.3,18.86,85,8,True,False,EU,Medium,Occasional,Important Only,Yes,Tap,True,False,Hindi,True,False,High
UX2265,26,Non-Binary,Eco-conscious,Adaptive UI,Earth Tones,10.2,Tabular,Android,Subtitles,Night Owl,0.1,0.57,8.26,55,4,True,True,AF,Large,Never,All,No,Voice,True,False,French,True,True,Moderate
UX2266,57,Other,Aesthetic,High Contrast,Earth Tones,11.8,Grid,Desktop,None,Night Owl,0.93,0.74,9.49,33,7,True,True,EU,Small,Occasional,Important Only,Yes,Tap,True,False,English,True,True,High
UX2267,34,Other,Tech-savvy,Notifications Off,Pastel,4.6,List,Tablet,Magnification,Night Owl,0.28,0.48,5.86,19,3,False,True,AU,Large,Never,None,No,Tap,False,True,Spanish,True,False,None
UX2268,18,Other,Tech-savvy,Notifications Off,Pastel,11.7,Custom,iOS,Subtitles,Always On,0.99,0.73,13.55,94,8,False,False,EU,Extra Large,Daily,Important Only,Yes,Tap,False,True,Hindi,False,False,Low
UX2269,42,Non-Binary,Maximalist,High Contrast,Pastel,6.3,Tabular,iOS,VoiceOver,Weekend Use,0.76,0.39,7.93,80,1,False,True,AU,Large,Daily,None,No,Voice,False,False,Hindi,False,True,Low
UX2270,57,Non-Binary,Trendy,Gesture Nav,Muted,5.5,Tabular,Tablet,Color Correction,Weekend Use,0.8,0.85,15.94,29,4,False,False,EU,Extra Large,Never,Important Only,Yes,Gestures,False,False,Mandarin,False,False,Moderate
UX2271,59,Female,Traditional,Silent Mode,Bold,2.5,Tabular,Android,Magnification,Always On,0.69,0.53,3.31,65,8,True,True,AS,Large,Occasional,Important Only,No,Voice,False,False,Hindi,False,False,None
UX2272,42,Male,Aesthetic,Adaptive UI,Earth Tones,2.5,Card-based,iOS,None,Night Owl,0.52,0.58,3.21,45,4,False,False,AF,Small,Occasional,None,Yes,Voice,False,True,Arabic,False,True,None
UX2273,56,Other,Trendy,Gesture Nav,Earth Tones,8.9,Tabular,Tablet,Haptic Feedback,Weekend Use,0.61,0.13,4.88,73,2,False,False,AS,Extra Large,Occasional,Important Only,Yes,Voice,False,True,Mandarin,True,False,None
UX2274,52,Other,Maximalist,Notifications Off,Pastel,6.6,Tabular,Tablet,Haptic Feedback,Night Owl,0.14,0.24,2.6,8,2,True,True,SA,Medium,Never,None,No,Gestures,True,False,Mandarin,True,True,Moderate
UX2275,20,Male,Aesthetic,Notifications Off,Monochrome,4.3,Card-based,iOS,Magnification,Night Owl,0.66,0.61,12.78,61,4,True,True,SA,Medium,Never,All,Yes,Tap,False,False,Arabic,False,True,None
UX2276,54,Other,Trendy,Gesture Nav,Muted,8.1,Custom,Tablet,None,Morning Heavy,0.66,0.44,3.8,35,4,True,True,NA,Large,Never,None,No,Tap,True,True,Mandarin,False,False,Low
UX2277,47,Non-Binary,Aesthetic,Adaptive UI,Muted,4.5,Custom,Android,Magnification,Evening Only,0.9,0.51,4.04,7,2,True,True,NA,Large,Never,Important Only,Yes,Gestures,False,False,English,False,True,None
UX2278,55,Non-Binary,Tech-savvy,Adaptive UI,Neon,7.8,Custom,Desktop,None,Always On,0.56,0.15,1.27,71,7,True,False,NA,Small,Occasional,All,No,Gestures,True,False,Mandarin,False,False,None
UX2279,51,Other,Aesthetic,Adaptive UI,Monochrome,5.6,Tabular,Tablet,Haptic Feedback,Weekend Use,0.17,0.77,15.86,94,6,True,False,SA,Small,Occasional,Important Only,No,Swipe,True,True,Arabic,False,False,Moderate
UX2280,29,Non-Binary,Trendy,Adaptive UI,Monochrome,10.2,Custom,iOS,Subtitles,Weekend Use,0.38,0.73,16.43,54,3,True,False,EU,Medium,Never,All,No,Tap,True,False,Spanish,True,False,High
UX2281,36,Non-Binary,Minimalist,Adaptive UI,Monochrome,10.2,Card-based,Android,VoiceOver,Always On,0.69,0.25,4.08,21,8,False,False,AU,Large,Never,None,No,Voice,True,False,Spanish,False,True,High
UX2282,54,Other,Eco-conscious,Gesture Nav,Pastel,6.8,Tabular,Android,Subtitles,Always On,0.32,0.61,15.05,64,8,False,False,EU,Extra Large,Occasional,All,No,Voice,False,True,Spanish,True,True,Moderate
